uid,random_state,k,final_k,allow_explanations,num_prompts,temperature,selection_style,prompt_style,embedding_level,title_threshold,min_sim_quantile,model,usage,unmatched_count,like_example_size,like_feedback_size,like_eval_size,dislike_example_size,dislike_feedback_size,dislike_eval_size,recall_final,precision_final,ndcg_final,ils_final,ap_final,dq_final
19741,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,150,80,10,82,45,0.0625,0.15,0.1402879158816022,0.7757495178890981,0.1530947370053407,0.0
19741,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,150,80,10,82,45,0.0625,0.15,0.1402879158816022,0.7757495178890981,0.1530947370053407,0.0
19741,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,150,80,10,82,45,0.0625,0.15,0.1402879158816022,0.7757495178890981,0.1530947370053407,0.0
12986,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,150,80,10,16,13,0.1,0.25,0.3373390576794366,0.7691760176760536,0.3569408601374546,0.0
12986,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,150,80,10,16,13,0.1,0.25,0.3373390576794366,0.7691760176760536,0.3569408601374546,0.0
12986,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,150,80,10,16,13,0.1,0.25,0.3373390576794366,0.7691760176760536,0.3569408601374546,0.0
8858,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,150,80,10,16,13,0.1375,0.3,0.3306814603072903,0.7717868348276162,0.3033898278364222,0.0
8858,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,150,80,10,16,13,0.1375,0.3,0.3306814603072903,0.7717868348276162,0.3033898278364222,0.0
8858,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,150,80,10,16,13,0.1375,0.3,0.3306814603072903,0.7717868348276162,0.3033898278364222,0.0
3304,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,150,80,10,90,50,0.0875,0.2,0.1520337799955591,0.770323279055988,0.0993210341430155,0.0
3304,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,150,80,10,90,50,0.0875,0.2,0.1520337799955591,0.770323279055988,0.0993210341430155,0.0
3304,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,150,80,10,90,50,0.0875,0.2,0.1520337799955591,0.770323279055988,0.0993210341430155,0.0
42773,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,150,80,10,12,10,0.2125,0.45,0.3623913316565286,0.7799262591387174,0.3119777674595786,0.0
42773,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,150,80,10,12,10,0.2125,0.45,0.3623913316565286,0.7799262591387174,0.3119777674595786,0.0
42773,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,150,80,10,12,10,0.2125,0.45,0.3623913316565286,0.7799262591387174,0.3119777674595786,0.0
70782,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,150,80,10,36,23,0.125,0.35,0.4167667414693318,0.7755117950837096,0.4524886353756322,0.0
70782,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,150,80,10,36,23,0.125,0.35,0.4167667414693318,0.7755117950837096,0.4524886353756322,0.0
70782,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,150,80,10,36,23,0.125,0.35,0.4167667414693318,0.7755117950837096,0.4524886353756322,0.0
